active_directory_canonical_name,device_type,protection_engine_version,encryption,domain,site_id,firewall_status,knowledge_catalog_date,reinstall_agent_requested,license_status,reinstall_protection_requested,last_connection_date,agent_version,reboot_requested,mac_addresses,type,site_name,operating_system,custom_group_folder_path,device_id,last_connection,protection_engine_update_status,host_name,security_configuration_id,knowledge_catalog_update_status,security_configuration_name,adaptive_defense_status,account_id,ip_address,isolation_state,logged_on_users_list,accumulated_protection_status,platform_id,file_antivirus_status
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0370,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:58:20.99Z,1.24.02.0000,False,"['90:10:57:0B:BD:B3', '90:10:57:0B:BD:AF', '84:BA:59:CD:C6:C3']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,e00f1058-000b-49a1-9c6d-b089cf2e4c3b,2025-11-18T06:58:20.99Z,1,AH25ITNB0370,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.13,0,['AAPICO\\Tuenjit.u'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0380,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:58:35.984Z,1.24.02.0000,False,"['90:10:57:08:F6:A5', '90:10:57:08:F6:A1', '84:BA:59:CD:C7:5E']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,08960f2e-07e2-4819-9ed5-dda2d7cabd90,2025-11-18T06:58:35.984Z,1,AH25ITNB0380,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.182,0,['AAPICO\\Weera.w'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0360,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:18:37.708Z,1.24.02.0000,False,"['90:10:57:0E:2F:3F', '90:10:57:0E:2F:3B', '84:BA:59:CD:C7:FC']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,0a3c9560-6583-410b-982a-6e2752be8a18,2025-11-18T07:18:37.708Z,2,AH25ITNB0360,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.25,0,['AAPICO\\arnon.a'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0350,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:01:19.619Z,1.24.02.0000,False,"['90:10:57:0B:BC:6A', '84:BA:59:CD:C7:11']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,ffea034c-e533-458d-9977-c703c880470f,2025-11-18T08:01:19.619Z,2,AH25ITNB0350,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.52,0,['AAPICO\\Ittichai.c'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0340,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:58:50.993Z,1.24.02.0000,False,"['90:10:57:0B:BC:4B', '84:BA:59:CD:C7:08', '90:10:57:0B:BC:47']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,b734565a-fca2-4c30-9763-7374c461edd9,2025-11-18T07:58:50.993Z,1,AH25ITNB0340,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.164,0,['AAPICO\\Warunee.k'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0390,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:45:56.981Z,1.24.02.0000,False,"['84:BA:59:CD:C7:18', '90:10:57:0E:2D:6F']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,afb39c17-a5a4-4873-9edd-6cfe413fc4d6,2025-11-18T07:45:56.981Z,1,AH25ITNB0390,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.4,0,['AAPICO\\Jarunee.j'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0400,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:09:22.525Z,1.24.02.0000,False,"['84:BA:59:CD:C8:03', '90:10:57:0E:2E:E6']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,82030cb9-578f-4e71-9402-f03a34e81405,2025-11-18T07:09:22.525Z,1,AH25ITNB0400,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.122,0,['AAPICO\\Chawalit.j'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0450,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:00:06.068Z,1.24.02.0000,False,"['90:10:57:0C:BD:99', '84:BA:59:CD:C6:97', '90:10:57:0C:BD:95']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,445eae7f-6744-43ac-ae72-d7e6ccb33370,2025-11-18T07:00:06.068Z,2,AH25ITNB0450,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.18,0,['AAPICO\\Satit.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH\Purchasing\AH25ITNB0460,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:27:09.517Z,1.24.02.0000,False,"['84:BA:59:CD:C8:08', '90:10:57:0E:14:83', '90:10:57:0E:14:87']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,863d702f-4e3e-4c12-a741-136e0357af34,2025-11-18T06:27:09.517Z,1,AH25ITNB0460,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.180,0,['AAPICO\\pitipum.t'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APC\AH25ITNB0470,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:04:47.489Z,1.24.02.0000,False,"['02:50:41:00:00:01', '84:BA:59:CD:C7:57', '90:10:57:08:F6:1F', '90:10:57:08:F6:23']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,eb2db95d-4c55-40ab-8b8f-9c2138ff8102,2025-11-18T08:04:47.489Z,1,AH25ITNB0470,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.10.211.33,0,['AAPICO\\pornchai.ku'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APC\AH25ITNB0480,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:32:10.961Z,1.24.02.0000,False,"['90:10:57:0B:BD:0A', '84:BA:59:CD:C6:1D', '90:10:57:0B:BD:0E']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,f401550c-de57-45da-a28e-333b95b1881f,2025-11-18T06:32:10.961Z,1,AH25ITNB0480,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.63,0,['AAPICO\\sakda.t'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APC\AH25ITNB0500,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:26:13.321Z,1.24.02.0000,False,"['90:10:57:0D:0E:EE', '84:BA:59:CD:C7:33', '90:10:57:0D:0E:F2']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,d48aab4f-1280-4b98-8d7d-a99adc28d8e7,2025-11-18T07:26:13.321Z,1,AH25ITNB0500,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.124,0,['AAPICO\\kewalin.c'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APC\AH25ITNB0490,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:10:34.182Z,1.24.02.0000,False,"['90:10:57:09:52:22', '90:10:57:09:52:26', '84:BA:59:CD:C7:36']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,308b0b9d-59c4-4448-b6c5-2b77f44b324a,2025-11-18T08:10:34.182Z,1,AH25ITNB0490,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.24,0,['AAPICO\\kridsanee.t'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APC\AH25ITNB0510,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:18:46.175Z,1.24.02.0000,False,"['84:BA:59:CD:C7:32', '90:10:57:0D:0F:42', '90:10:57:0D:0F:3E']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,19f3d13c-b6ac-4d0e-8830-cafa2558489c,2025-11-18T06:18:46.175Z,1,AH25ITNB0510,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.47,0,['AAPICO\\chatchon.r'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH25ITNB0410,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:09:34.557Z,1.24.02.0000,False,"['90:10:57:0B:BC:E7', '84:BA:59:CD:C6:C7']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,439dcb40-86ac-4b9a-81fd-3ccdc1be6f4f,2025-11-18T07:09:34.557Z,1,AH25ITNB0410,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.59,0,['AAPICO\\warunchalee.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0420,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-13T13:30:02Z,False,0,False,2025-11-14T07:14:07.491Z,1.24.02.0000,False,"['90:10:57:0D:9C:B4', '90:10:57:0D:9C:B0', '84:BA:59:CD:C7:ED']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,b7654882-18a8-492e-ac12-6eb9972d533f,2025-11-14T07:14:07.491Z,1,AH25ITNB0420,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.37,0,['AAPICO\\papatsorn.c'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0430,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:29:23.442Z,1.24.02.0000,False,"['84:BA:59:CD:C7:59', '90:10:57:08:F6:0A', '90:10:57:08:F6:06']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,4dddad85-79ad-47b5-b4b0-444478848688,2025-11-18T06:29:23.442Z,2,AH25ITNB0430,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.54,0,['AAPICO\\Somkhuan.A'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\APC\AH25ITNB0520,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:55:21.883Z,1.24.02.0000,False,"['84:BA:59:CD:C6:81', '90:10:57:08:EA:CB', '90:10:57:08:EA:CF']",2,AAPICO HITECH PCL,Windows 11 Enterprise (24H2),All\AAPICO\AF APC,05b5c971-ed80-403a-85a2-952e685198eb,2025-11-18T06:55:21.883Z,1,AH25ITNB0520,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.175,0,['AAPICO\\Supawadee.S'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AF\AH25ITNB0440,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:12:24.538Z,1.24.02.0000,False,"['90:10:57:0E:30:F7', '90:10:57:0E:30:F3', '84:BA:59:CD:C7:0F']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,60c22416-8ee5-4aae-930d-ddd6387c073f,2025-11-18T08:12:24.538Z,2,AH25ITNB0440,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.110,0,['AAPICO\\chaichana.p'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH25ITNB0670,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:01:25.129Z,1.24.02.0000,False,"['84:BA:59:CD:C8:00', '90:10:57:0D:AF:01', '90:10:57:0D:AE:FD']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,616a0700-cccd-488c-b456-317069708414,2025-11-18T06:01:25.129Z,2,AH25ITNB0670,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,192.168.1.137,0,['AAPICO\\he.jie'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH23ITPC0520,1,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:44:32.155Z,1.24.02.0000,False,"['AC:19:8E:C0:31:AE', 'AC:19:8E:C0:31:B2', '7C:57:58:C6:8E:94']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,69c75550-c165-4ee0-8b96-58f1b9bf538a,2025-11-18T06:44:32.155Z,2,AH23ITPC0520,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.4.9,0,['AAPICO\\worayod.t'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH\Marketing\AH25ITNB1280,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T07:38:30.703Z,1.24.02.0000,False,"['90:10:57:0E:18:38', '84:BA:59:CD:C7:1A', '90:10:57:0E:18:34']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,56e672fd-c6aa-4939-acd1-6ede8120f224,2025-11-18T07:38:30.703Z,2,AH25ITNB1280,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.83,0,['AAPICO\\Sattha.P'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Engineer Forge\AFEFPC101,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T08:03:26.321Z,1.24.02.0000,False,"['B0:68:E6:D9:38:31', 'B0:68:E6:D9:38:32', 'E4:54:E8:7B:9C:26']",1,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,44ea6b98-8ceb-4e84-8298-df171d1c5ccb,2025-11-18T08:03:26.321Z,1,AFEFPC101,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.3.3,0,['AAPICO\\Siwa.u'],1,1,1
aapico.com\Managed Desktop\Domestic\Null\AFPNPC101,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T05:36:33.46Z,1.24.02.0000,False,"['E4:54:E8:78:0F:B0', 'B0:68:E6:D8:B6:6B']",1,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,b893a864-98c1-4a36-b89f-6580eecbf3b9,2025-11-18T05:36:33.46Z,1,AFPNPC101,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.2.5,0,['AAPICO\\qa_af'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Store & Logistics\AFEFNB101,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:57:07.593Z,1.24.02.0000,False,"['AC:D5:64:67:99:47', 'E4:54:E8:4A:13:85']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,24f23f82-4e45-4626-b243-7180086c3739,2025-11-18T06:57:07.593Z,1,AFEFNB101,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.73,0,['AAPICO\\thanandorn.n'],1,1,1
aapico.com\Managed Desktop\Domestic\APC\QA\AF18ITNB101,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:36:24.292Z,1.24.02.0000,False,"['2C:6F:C9:06:A8:67', '58:8A:5A:1F:9F:54', '2C:6F:C9:06:A8:68']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,21c7792b-44c4-4a42-a69b-17cfef5ef85d,2025-11-18T06:36:24.292Z,1,AF18ITNB101,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.88,0,['AAPICO\\danusorn.s'],1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH21ITNB0160,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-13T13:30:02Z,False,0,False,2025-11-14T07:37:21.821Z,1.24.02.0000,False,"['34:73:5A:C4:10:AD', '38:FC:98:30:14:93']",2,AAPICO HITECH PCL,Windows 11 Pro (24H2),All\AAPICO\AF APC,10593a0e-0e2f-4629-ac43-63c509fa9e1d,2025-11-14T07:37:21.821Z,1,AH21ITNB0160,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.28,0,['AAPICO\\Chatchai.t'],1,1,1
aapico.com\Managed Desktop\Domestic\Null\AH19ITNB0450,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T06:04:07.77Z,1.24.02.0000,False,"['EC:5C:68:95:74:34', 'E4:54:E8:0F:0E:71', 'EC:5C:68:95:74:33']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,16dd32f8-a2ff-4392-8330-fc979c6ffbc9,2025-11-18T06:04:07.77Z,2,AH19ITNB0450,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.97,0,['AAPICO\\wijittra.b'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Purchasing\AFPUPC104,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-13T13:30:02Z,False,0,False,2025-11-13T14:38:08.688Z,1.24.01.0000,False,"['02:50:41:00:00:01', 'E4:54:E8:7A:70:26', 'B0:68:E6:D9:4B:D6', 'B0:68:E6:D9:4B:D5']",1,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,c4edee0c-5868-47ed-a3a7-42d3e9ba5c19,2025-11-13T14:38:08.688Z,1,AFPUPC104,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.10.211.179,0,['AAPICO\\Wanpen.j'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Marketing\AFMKNB102,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T04:41:46.577Z,1.24.02.0000,False,"['AC:D5:64:68:11:AB', 'E4:54:E8:4A:13:19', 'AC:D5:64:68:11:AC']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,1c50c6c7-e459-45b8-82a8-2693edc0cedb,2025-11-18T04:41:46.577Z,1,AFMKNB102,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.188,0,['AAPICO\\supaporn.c'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Personnel\AFPUNB101,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T05:42:00.663Z,1.24.02.0000,False,"['E4:54:E8:40:23:F1', 'B0:68:E6:53:AD:1D', 'B0:68:E6:53:AD:1E']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,2cc3cc24-eccd-489d-a875-30bf743f41ea,2025-11-18T05:42:00.663Z,2,AFPUNB101,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.91,0,,1,1,1
aapico.com\Managed Desktop\Domestic\AzureAD Hybrid Joined Devices\AH21ITNB0130,2,8.00.25.0002,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T04:27:34.294Z,1.24.02.0000,False,"['E8:84:A5:91:56:5E', '34:73:5A:B5:6B:A8', 'E8:84:A5:91:56:62']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,04fd71f5-c453-44e9-9953-3174d2648332,2025-11-18T04:27:34.294Z,2,AH21ITNB0130,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.40,0,['AAPICO\\sunansinee.t'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Production 1\AFPDPC102,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T00:03:47.942Z,1.24.02.0000,False,"['B0:68:E6:D8:9F:5E', 'B0:68:E6:D8:9F:5D', 'E4:54:E8:78:10:1A']",1,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,2a9ea5ce-b691-4a88-b6d5-b63b1116744b,2025-11-18T00:03:47.942Z,1,AFPDPC102,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.167,0,['AAPICO\\nurse.af'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Marketing\AF19MKNB103,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-11T13:10:04Z,False,0,False,2025-11-12T03:18:23.082Z,1.24.01.0000,False,"['AC:D5:64:68:11:AE', 'AC:D5:64:68:11:AD', 'E4:54:E8:4A:16:6B']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,ddfef089-8dad-4fa0-98c5-db6cd911d70a,2025-11-12T03:18:23.082Z,1,AF19MKNB103,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.101,0,['AAPICO\\Ajariya.R'],1,1,1
aapico.com\Managed Desktop\Domestic\APC\Production 3\AH19ITNB0440,2,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-10-29T11:40:03Z,False,0,False,2025-10-30T11:00:23.819Z,1.24.01.0000,False,"['EC:5C:68:95:65:FF', 'E4:54:E8:0F:14:81']",2,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,ce9f6e7e-4d85-4541-8fe9-de4e5e9b200b,2025-10-30T11:00:23.819Z,1,AH19ITNB0440,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.20.51,0,['AAPICO\\korawit.s'],1,1,1
aapico.com\Managed Desktop\Domestic\AF\Maintenance\AFMNPC106,1,8.00.24.0001,0,aapico.com,f6e959fd-88be-403b-8bf1-7e4f021305c6,1,2025-11-17T14:20:08Z,False,0,False,2025-11-18T05:19:10.172Z,1.24.02.0000,False,"['B0:68:E6:D9:30:56', 'E4:54:E8:7B:A2:10']",1,AAPICO HITECH PCL,Windows 10 Pro 64 (22H2),All\AAPICO\AF APC,b99536d8-5d13-42c2-99ca-e51469acdeb0,2025-11-18T05:19:10.172Z,1,AFMNPC106,de085123-979a-42da-8624-af56a801169d,2,AAPICO Group,1,e7ef9590-6b97-481c-9f47-c926ae659fa6,10.40.4.4,0,['AAPICO\\phairin.c'],1,1,1
